audit_id,source_bucket,company,metric_id,metric_name,value,unit,status,source_class,period_start,period_end,accession,concept_or_section,context_or_dimension,evidence_value,evidence_unit,evidence_quote,audit_verdict,audit_notes
AUDIT_115,8K_ITEM,Paramount Skydance / Paramount Global,C01,CEO / CFO changes,10,count,8K_ITEM_OK,8K_ITEM,2024-01-01,2025-12-31,0002041610-25-000021;0000813828-24-000023;0000813828-24-000033;0000813828-24-000034;0000813828-24-000038;0000813828-24-000073;0000813828-24-000075;0000813828-24-000083;0000813828-24-000085;0000813828-24-000087,8-K Item 5.02,FY window,10;10;10;10;10;10;10;10;10;10,count;count;count;count;count;count;count;count;count;count,8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml,PASS,Candidate Result and all evidence rows are bound.
AUDIT_116,8K_ITEM,Paramount Skydance / Paramount Global,E01,M&A announcements,2,count,8K_ITEM_OK,8K_ITEM,2024-01-01,2025-12-31,0001193125-24-177535;0001193125-24-196053,8-K Item 1.01/2.01/8.01,FY-window 8-K accessions scanned,2;2,count;count,8-K item 1.01 parsed from hdr.sgml | 8-K item 1.01 parsed from hdr.sgml,PASS,Candidate Result and all evidence rows are bound.
AUDIT_117,8K_ITEM,Paramount Skydance / Paramount Global,E02,Bankruptcy filings,0,count,NOT_AVAILABLE_SEC,8K_ITEM,2024-01-01,2025-12-31,0000813828-24-000009;0000813828-24-000018;0000813828-24-000023;0000813828-24-000028;0000813828-24-000033;0000813828-24-000034;0000813828-24-000038;0000813828-24-000042;0000813828-24-000063;0000813828-24-000069;0000813828-24-000073;0000813828-24-000075;0000813828-24-000081;0000813828-24-000083;0000813828-24-000085;0000813828-24-000087;0001104659-25-123496;0001193125-24-050664;0001193125-24-122356;0001193125-24-177535;0001193125-24-196053;0001193125-24-196972;0001193125-24-253719;0001193125-25-310710;0002041610-25-000021;0002041610-25-000042,8-K Item 1.03,FY-window 8-K accessions scanned,0,count,No Item 1.03 in FY-window 8-K; zero is normal.,PASS,Candidate Result and all evidence rows are bound.
AUDIT_118,8K_ITEM,Paramount Skydance / Paramount Global,E03,Leadership departures,10,count,8K_ITEM_OK,8K_ITEM,2024-01-01,2025-12-31,0002041610-25-000021;0000813828-24-000023;0000813828-24-000033;0000813828-24-000034;0000813828-24-000038;0000813828-24-000073;0000813828-24-000075;0000813828-24-000083;0000813828-24-000085;0000813828-24-000087,8-K Item 5.02,FY window,10;10;10;10;10;10;10;10;10;10,count;count;count;count;count;count;count;count;count;count,8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml | 8-K item 5.02 parsed from hdr.sgml,PASS,Candidate Result and all evidence rows are bound.
AUDIT_119,8K_ITEM,Paramount Skydance / Paramount Global,E04,Financial restatements,0,count,NOT_AVAILABLE_SEC,8K_ITEM,2024-01-01,2025-12-31,0000813828-24-000009;0000813828-24-000018;0000813828-24-000023;0000813828-24-000028;0000813828-24-000033;0000813828-24-000034;0000813828-24-000038;0000813828-24-000042;0000813828-24-000063;0000813828-24-000069;0000813828-24-000073;0000813828-24-000075;0000813828-24-000081;0000813828-24-000083;0000813828-24-000085;0000813828-24-000087;0001104659-25-123496;0001193125-24-050664;0001193125-24-122356;0001193125-24-177535;0001193125-24-196053;0001193125-24-196972;0001193125-24-253719;0001193125-25-310710;0002041610-25-000021;0002041610-25-000042,8-K Item 4.02,FY-window 8-K accessions scanned,0,count,FY-window 8-K scanned; no item 4.02 found.,PASS,Candidate Result and all evidence rows are bound.
AUDIT_120,8K_ITEM,Paramount Skydance / Paramount Global,E05,Material agreements,2,count,8K_ITEM_OK,8K_ITEM,2024-01-01,2025-12-31,0001193125-24-177535;0001193125-24-196053,8-K Item 1.01,FY window,2;2,count;count,8-K item 1.01 parsed from hdr.sgml | 8-K item 1.01 parsed from hdr.sgml,PASS,Candidate Result and all evidence rows are bound.
AUDIT_121,STD_XBRL,Enphase Energy,B01,Revenue,1472985000,USD,OK,STD_XBRL,2025-01-01,2025-12-31,0001463101-26-000013,RevenueFromContractWithCustomerExcludingAssessedTax,companyfacts:USD:CY2025,1472985000,USD,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax unit=USD accn=0001463101-26-000013 filed=2026-02-17,PASS,Candidate Result and all evidence rows are bound.
AUDIT_122,DERIVED,Enphase Energy,B02,Revenue YoY growth,0.1071886817555546034487812908,ratio,OK,DERIVED,2025-01-01,2025-12-31,0001463101-26-000013;0001463101-25-000024,RevenueFromContractWithCustomerExcludingAssessedTax+RevenueFromContractWithCustomerExcludingAssessedTax,companyfacts:USD:CY2025;companyfacts:USD:,0.1071886817555546034487812908,ratio,(Revenue_t - Revenue_t-1) / Revenue_t-1; components=RevenueFromContractWithCustomerExcludingAssessedTax=1472985000;RevenueFromContractWithCustomerExcludingAssessedTax=1330383000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_123,DERIVED,Enphase Energy,B03,EBITDA margin,0.1616927531509146393208349033,ratio,OK,DERIVED,2025-01-01,2025-12-31,0001463101-26-000013;0001463101-26-000013;0001463101-26-000013,OperatingIncomeLoss+DepreciationDepletionAndAmortization+RevenueFromContractWithCustomerExcludingAssessedTax,companyfacts:USD:CY2025;companyfacts:USD:CY2025;companyfacts:USD:CY2025,0.1616927531509146393208349033,ratio,(Operating income + D&A) / revenue; components=OperatingIncomeLoss=157526000;DepreciationDepletionAndAmortization=80645000;RevenueFromContractWithCustomerExcludingAssessedTax=1472985000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_124,STD_XBRL,Enphase Energy,B04,Net income,172133000,USD,OK,STD_XBRL,2025-01-01,2025-12-31,0001463101-26-000013,NetIncomeLoss,companyfacts:USD:CY2025,172133000,USD,us-gaap:NetIncomeLoss unit=USD accn=0001463101-26-000013 filed=2026-02-17,PASS,Candidate Result and all evidence rows are bound.
AUDIT_125,DERIVED,Enphase Energy,B05,Free cash flow,95901000,USD,OK,DERIVED,2025-01-01,2025-12-31,0001463101-26-000013;0001463101-26-000013,NetCashProvidedByUsedInOperatingActivities+PaymentsToAcquirePropertyPlantAndEquipment,companyfacts:USD:CY2025;companyfacts:USD:CY2025,95901000,USD,operating cash flow - capital expenditures; components=NetCashProvidedByUsedInOperatingActivities=136540000;PaymentsToAcquirePropertyPlantAndEquipment=40639000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_126,DERIVED,Enphase Energy,B07,Interest coverage ratio,34.84317628843176288431762884,ratio,OK,DERIVED,2025-01-01,2025-12-31,0001463101-26-000013;0001463101-26-000013,OperatingIncomeLoss+InterestExpenseNonoperating,companyfacts:USD:CY2025;companyfacts:USD:CY2025,34.84317628843176288431762884,ratio,operating income / interest expense; components=OperatingIncomeLoss=157526000;InterestExpenseNonoperating=4521000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_127,DERIVED,Enphase Energy,B08,Current ratio,2.065412193479380422295289783,ratio,OK,DERIVED,2025-12-31,2025-12-31,0001463101-26-000013;0001463101-26-000013,AssetsCurrent+LiabilitiesCurrent,companyfacts:USD:;companyfacts:USD:,2.065412193479380422295289783,ratio,current assets / current liabilities; components=AssetsCurrent=2606860000;LiabilitiesCurrent=1262150000,PASS,Candidate Result and all evidence rows are bound.
AUDIT_128,STD_XBRL,Enphase Energy,B09,Cash reserves,474318000,USD,OK,STD_XBRL,2025-12-31,2025-12-31,0001463101-26-000013,CashAndCashEquivalentsAtCarryingValue,companyfacts:USD:,474318000,USD,us-gaap:CashAndCashEquivalentsAtCarryingValue unit=USD accn=0001463101-26-000013 filed=2026-02-17,PASS,Candidate Result and all evidence rows are bound.
AUDIT_129,8K_ITEM,Enphase Energy,C01,CEO / CFO changes,1,count,8K_ITEM_OK,8K_ITEM,2025-01-01,2025-12-31,0001463101-25-000075,8-K Item 5.02,FY window,1,count,8-K item 5.02 parsed from hdr.sgml,PASS,Candidate Result and all evidence rows are bound.
AUDIT_130,8K_ITEM,Enphase Energy,E01,M&A announcements,0,count,NOT_AVAILABLE_SEC,8K_ITEM,2025-01-01,2025-12-31,0001463101-25-000014;0001463101-25-000054;0001463101-25-000075;0001463101-25-000090;0001463101-25-000099;0001463101-25-000111,8-K Item 1.01/2.01/8.01,FY-window 8-K accessions scanned,0,count,FY-window 8-K scanned; no M&A item rule matched.,PASS,Candidate Result and all evidence rows are bound.
AUDIT_131,8K_ITEM,Enphase Energy,E02,Bankruptcy filings,0,count,NOT_AVAILABLE_SEC,8K_ITEM,2025-01-01,2025-12-31,0001463101-25-000014;0001463101-25-000054;0001463101-25-000075;0001463101-25-000090;0001463101-25-000099;0001463101-25-000111,8-K Item 1.03,FY-window 8-K accessions scanned,0,count,No Item 1.03 in FY-window 8-K; zero is normal.,PASS,Candidate Result and all evidence rows are bound.
AUDIT_132,8K_ITEM,Enphase Energy,E03,Leadership departures,1,count,8K_ITEM_OK,8K_ITEM,2025-01-01,2025-12-31,0001463101-25-000075,8-K Item 5.02,FY window,1,count,8-K item 5.02 parsed from hdr.sgml,PASS,Candidate Result and all evidence rows are bound.
AUDIT_133,8K_ITEM,Enphase Energy,E04,Financial restatements,0,count,NOT_AVAILABLE_SEC,8K_ITEM,2025-01-01,2025-12-31,0001463101-25-000014;0001463101-25-000054;0001463101-25-000075;0001463101-25-000090;0001463101-25-000099;0001463101-25-000111,8-K Item 4.02,FY-window 8-K accessions scanned,0,count,FY-window 8-K scanned; no item 4.02 found.,PASS,Candidate Result and all evidence rows are bound.
AUDIT_134,8K_ITEM,Enphase Energy,E05,Material agreements,0,count,NOT_AVAILABLE_SEC,8K_ITEM,2025-01-01,2025-12-31,0001463101-25-000014;0001463101-25-000054;0001463101-25-000075;0001463101-25-000090;0001463101-25-000099;0001463101-25-000111,8-K Item 1.01,FY-window 8-K accessions scanned,0,count,FY-window 8-K scanned; no item 1.01 found.,PASS,Candidate Result and all evidence rows are bound.
